# export_mt_object_to_txt
# station_id: 26
# lat: 45.772
# lon: 84.22200000000001
# profile_pos_m: -6666.55139834743
# n_freq: 20
# columns: freq_hz	period_s	Zxx_real	Zxx_imag	Zxy_real	Zxy_imag	Zyx_real	Zyx_imag	Zyy_real	Zyy_imag	Zxx_err	Zxy_err	Zyx_err	Zyy_err	rho_xx	rho_xy	rho_yx	rho_yy	phs_xx_deg	phs_xy_deg	phs_yx_deg	phs_yy_deg	rho_err_xx	rho_err_xy	rho_err_yx	rho_err_yy	phs_err_xx_deg	phs_err_xy_deg	phs_err_yx_deg	phs_err_yy_deg	rho_noise_std_log10_xx	rho_noise_std_log10_xy	rho_noise_std_log10_yx	rho_noise_std_log10_yy	phs_noise_std_norm_xx	phs_noise_std_norm_xy	phs_noise_std_norm_yx	phs_noise_std_norm_yy
freq_hz	period_s	Zxx_real	Zxx_imag	Zxy_real	Zxy_imag	Zyx_real	Zyx_imag	Zyy_real	Zyy_imag	Zxx_err	Zxy_err	Zyx_err	Zyy_err	rho_xx	rho_xy	rho_yx	rho_yy	phs_xx_deg	phs_xy_deg	phs_yx_deg	phs_yy_deg	rho_err_xx	rho_err_xy	rho_err_yx	rho_err_yy	phs_err_xx_deg	phs_err_xy_deg	phs_err_yx_deg	phs_err_yy_deg	rho_noise_std_log10_xx	rho_noise_std_log10_xy	rho_noise_std_log10_yx	rho_noise_std_log10_yy	phs_noise_std_norm_xx	phs_noise_std_norm_xy	phs_noise_std_norm_yx	phs_noise_std_norm_yy
1.187840e+00	8.418642e-01	7.642575e-03	-2.062801e-02	1.279872e-01	7.884132e-02	-1.300910e-02	-2.619393e-02	3.043428e-02	1.383651e-02	2.784000e-03	2.893594e-03	2.637516e-03	2.741344e-03	5.159756e+01	2.409334e+03	9.120121e+01	1.191723e+02	6.967058e+01	3.163346e+01	6.358892e+01	2.444824e+01	1.305990e+01	9.275605e+01	1.644946e+01	1.954373e+01	7.251092e+00	1.102904e+00	5.167062e+00	4.698126e+00	1.099246e-01	1.671974e-02	7.833130e-02	7.122235e-02	8.056768e-02	1.225449e-02	5.741180e-02	5.220140e-02
1.684170e+00	5.937643e-01	9.823471e-03	-2.256096e-02	1.364560e-01	9.923613e-02	-1.711789e-02	-3.655180e-02	3.100467e-02	1.833288e-02	1.642744e-03	1.707505e-03	1.555030e-03	1.616333e-03	4.553410e+01	2.140829e+03	1.225068e+02	9.756473e+01	6.647078e+01	3.602612e+01	6.490543e+01	3.059558e+01	6.079678e+00	4.333065e+01	9.439766e+00	8.756278e+00	3.825044e+00	5.798370e-01	2.207464e+00	2.571102e+00	5.798666e-02	8.790176e-03	3.346457e-02	3.897723e-02	4.250049e-02	6.442633e-03	2.452737e-02	2.856780e-02
2.387870e+00	4.187833e-01	2.189482e-03	-2.679816e-02	1.518330e-01	1.259044e-01	-2.265943e-02	-4.534102e-02	3.348494e-02	2.321687e-02	1.363424e-03	1.410205e-03	1.293250e-03	1.337623e-03	3.834412e+01	2.063513e+03	1.362722e+02	8.805959e+01	8.532915e+01	3.966652e+01	6.344615e+01	3.473560e+01	3.888752e+00	2.950637e+01	6.953699e+00	5.781651e+00	2.905387e+00	4.096389e-01	1.461845e+00	1.880909e+00	4.404491e-02	6.210017e-03	2.216118e-02	2.851409e-02	3.228208e-02	4.551543e-03	1.624272e-02	2.089899e-02
3.385610e+00	2.953677e-01	3.150118e-04	-3.442598e-02	1.830719e-01	1.600402e-01	-3.239225e-02	-5.860195e-02	3.835146e-02	2.999332e-02	1.061071e-03	1.094702e-03	1.003082e-03	1.034874e-03	4.433865e+01	2.211912e+03	1.677202e+02	8.867500e+01	8.947573e+01	4.115974e+01	6.106836e+01	3.802771e+01	2.733080e+00	1.991573e+01	5.025111e+00	3.769683e+00	1.765886e+00	2.579414e-01	8.583273e-01	1.217857e+00	2.677036e-02	3.910325e-03	1.301202e-02	1.846239e-02	1.962095e-02	2.866016e-03	9.536970e-03	1.353174e-02
4.800240e+00	2.083229e-01	2.959026e-03	-3.894531e-02	2.080212e-01	1.938028e-01	-4.005789e-02	-7.189472e-02	4.332769e-02	3.760749e-02	1.155009e-03	1.191929e-03	1.088930e-03	1.123737e-03	4.024923e+01	2.132714e+03	1.787144e+02	8.684724e+01	8.565507e+01	4.297346e+01	6.087457e+01	4.095727e+01	2.380497e+00	1.788217e+01	4.729151e+00	3.402094e+00	1.694349e+00	2.402040e-01	7.580823e-01	1.122233e+00	2.568588e-02	3.641429e-03	1.149233e-02	1.701276e-02	1.882610e-02	2.668933e-03	8.423136e-03	1.246925e-02
6.805950e+00	1.469303e-01	-9.132964e-03	-5.258082e-02	2.541747e-01	2.521543e-01	-5.595996e-02	-9.423783e-02	5.339436e-02	5.089404e-02	7.378807e-04	7.556384e-04	6.960260e-04	7.127764e-04	5.300111e+01	2.385415e+03	2.235358e+02	1.012542e+02	8.014639e+01	4.477138e+01	5.929747e+01	4.362659e+01	1.465613e+00	1.006901e+01	2.839159e+00	1.956819e+00	7.921857e-01	1.209248e-01	3.638608e-01	5.536435e-01	1.200933e-02	1.833188e-03	5.516034e-03	8.393089e-03	8.802064e-03	1.343609e-03	4.042898e-03	6.151594e-03
9.649720e+00	1.036299e-01	-2.188955e-02	-6.734919e-02	3.197825e-01	3.007986e-01	-7.276954e-02	-1.168497e-01	6.785671e-02	6.018837e-02	7.553104e-04	7.833134e-04	7.120776e-04	7.384777e-04	6.582217e+01	2.529699e+03	2.487070e+02	1.079807e+02	7.199502e+01	4.324784e+01	5.808693e+01	4.157278e+01	1.404072e+00	9.027090e+00	2.573055e+00	1.758281e+00	6.110965e-01	1.022284e-01	2.963833e-01	4.664818e-01	9.264062e-03	1.549756e-03	4.493093e-03	7.071742e-03	6.789961e-03	1.135871e-03	3.293148e-03	5.183131e-03
1.368170e+01	7.309033e-02	-3.848991e-02	-9.396915e-02	4.160439e-01	3.538036e-01	-1.015335e-01	-1.507940e-01	9.030558e-02	7.015123e-02	3.295601e-04	3.373684e-04	3.110609e-04	3.184309e-04	9.545516e+01	2.761080e+03	3.059241e+02	1.210472e+02	6.772592e+01	4.037783e+01	5.604659e+01	3.784079e+01	6.195828e-01	3.411215e+00	1.046929e+00	6.741519e-01	1.859485e-01	3.539343e-02	9.803841e-02	1.595495e-01	2.818930e-03	5.365551e-04	1.486237e-03	2.418729e-03	2.066094e-03	3.932603e-04	1.089316e-03	1.772773e-03
1.939840e+01	5.155064e-02	-6.268440e-02	-1.125151e-01	5.073118e-01	3.827441e-01	-1.309857e-01	-1.807106e-01	1.098862e-01	7.356434e-02	3.105304e-04	3.184003e-04	2.925917e-04	3.000070e-04	1.083088e+02	2.636777e+03	3.252311e+02	1.141700e+02	6.087694e+01	3.703292e+01	5.406402e+01	3.380070e+01	5.222617e-01	2.642179e+00	8.527274e-01	5.180355e-01	1.381392e-01	2.870659e-02	7.511225e-02	1.299871e-01	2.094154e-03	4.351843e-04	1.138682e-03	1.970570e-03	1.534880e-03	3.189621e-04	8.345805e-04	1.444301e-03
2.750380e+01	3.635861e-02	-1.060757e-01	-1.360001e-01	6.253093e-01	4.016805e-01	-1.701733e-01	-2.216454e-01	1.394042e-01	7.197734e-02	2.572586e-04	2.625686e-04	2.677831e-04	2.733103e-04	1.369861e+02	2.543542e+03	3.595744e+02	1.133456e+02	5.204692e+01	3.271551e+01	5.248392e+01	2.730826e+01	4.086457e-01	1.797219e+00	6.891541e-01	3.949090e-01	8.546004e-02	2.024206e-02	5.490604e-02	9.981255e-02	1.295552e-03	3.068643e-04	8.323612e-04	1.513132e-03	9.495560e-04	2.249118e-04	6.100672e-04	1.109028e-03
