# export_mt_object_to_txt
# station_id: 08-11
# lat: 45.664
# lon: 84.33999999999999
# profile_pos_m: 8447.71891204721
# n_freq: 39
# columns: freq_hz	period_s	Zxx_real	Zxx_imag	Zxy_real	Zxy_imag	Zyx_real	Zyx_imag	Zyy_real	Zyy_imag	Zxx_err	Zxy_err	Zyx_err	Zyy_err	rho_xx	rho_xy	rho_yx	rho_yy	phs_xx_deg	phs_xy_deg	phs_yx_deg	phs_yy_deg	rho_err_xx	rho_err_xy	rho_err_yx	rho_err_yy	phs_err_xx_deg	phs_err_xy_deg	phs_err_yx_deg	phs_err_yy_deg	rho_noise_std_log10_xx	rho_noise_std_log10_xy	rho_noise_std_log10_yx	rho_noise_std_log10_yy	phs_noise_std_norm_xx	phs_noise_std_norm_xy	phs_noise_std_norm_yx	phs_noise_std_norm_yy
freq_hz	period_s	Zxx_real	Zxx_imag	Zxy_real	Zxy_imag	Zyx_real	Zyx_imag	Zyy_real	Zyy_imag	Zxx_err	Zxy_err	Zyx_err	Zyy_err	rho_xx	rho_xy	rho_yx	rho_yy	phs_xx_deg	phs_xy_deg	phs_yx_deg	phs_yy_deg	rho_err_xx	rho_err_xy	rho_err_yx	rho_err_yy	phs_err_xx_deg	phs_err_xy_deg	phs_err_yx_deg	phs_err_yy_deg	rho_noise_std_log10_xx	rho_noise_std_log10_xy	rho_noise_std_log10_yx	rho_noise_std_log10_yy	phs_noise_std_norm_xx	phs_noise_std_norm_xy	phs_noise_std_norm_yx	phs_noise_std_norm_yy
1.187840e+00	8.418642e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.414400e+00	7.070136e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.684170e+00	5.937643e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.005380e+00	4.986586e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.387870e+00	4.187833e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.843310e+00	3.517028e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.385610e+00	2.953677e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.031340e+00	2.480565e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.800240e+00	2.083229e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.715780e+00	1.749542e-01	-9.097833e-03	4.732177e-03	1.039254e-01	3.877671e-02	-3.062287e-02	-3.204798e-02	-1.976184e-02	-2.380104e-03	7.377348e-04	7.184831e-04	7.603146e-04	7.404736e-04	2.330248e+00	2.726373e+02	4.353720e+01	8.778980e+00	2.748089e+01	2.046159e+01	4.630265e+01	6.867589e+00	3.352731e-01	3.531885e+00	1.493554e+00	6.531742e-01	4.121822e+00	3.711196e-01	9.827728e-01	2.131462e+00	6.248574e-02	5.626076e-03	1.489858e-02	3.231240e-02	4.579802e-02	4.123551e-03	1.091970e-02	2.368291e-02
6.805950e+00	1.469303e-01	-5.262918e-03	7.966140e-04	1.039679e-01	4.658013e-02	-3.993678e-02	-4.387700e-02	-2.064957e-02	-4.682409e-03	4.686474e-04	4.576967e-04	4.842645e-04	4.729489e-04	5.272450e-01	2.415260e+02	6.550601e+01	8.342936e+00	8.607158e+00	2.413353e+01	4.769159e+01	1.277610e+01	9.284173e-02	1.940664e+00	1.069335e+00	3.727043e-01	5.044561e+00	2.301862e-01	4.676549e-01	1.279788e+00	7.647422e-02	3.489562e-03	7.089525e-03	1.940126e-02	5.605068e-02	2.557624e-03	5.196165e-03	1.421987e-02
8.104040e+00	1.233952e-01	-3.697875e-03	3.220746e-04	1.098055e-01	4.972033e-02	-4.839187e-02	-5.244929e-02	-2.146880e-02	-6.646654e-03	3.234586e-04	3.216997e-04	3.334134e-04	3.316005e-04	2.153254e-01	2.270677e+02	7.958971e+01	7.893599e+00	4.977741e+00	2.436118e+01	4.730409e+01	1.720232e+01	3.752758e-02	1.212028e+00	7.436968e-01	2.329362e-01	4.992844e+00	1.529150e-01	2.676897e-01	8.453851e-01	7.569021e-02	2.318151e-03	4.058105e-03	1.281582e-02	5.547605e-02	1.699055e-03	2.974330e-03	9.393167e-03
9.649720e+00	1.036299e-01	-2.771627e-03	3.230420e-03	1.143696e-01	4.992614e-02	-5.011151e-02	-5.563226e-02	-2.155335e-02	-7.498385e-03	4.160657e-04	4.198243e-04	4.276798e-04	4.315433e-04	2.377905e-01	2.043941e+02	7.357958e+01	6.835081e+00	4.937115e+01	2.358287e+01	4.798863e+01	1.918273e+01	4.648759e-02	1.375244e+00	8.405724e-01	2.585080e-01	5.600607e+00	1.927542e-01	3.272732e-01	1.083485e+00	8.490373e-02	2.922103e-03	4.961376e-03	1.642535e-02	6.222897e-02	2.141713e-03	3.636369e-03	1.203872e-02
1.149020e+01	8.703069e-02	-2.605672e-03	1.809631e-03	1.179747e-01	5.268598e-02	-5.474288e-02	-6.282560e-02	-2.245758e-02	-7.759406e-03	2.295216e-04	2.294173e-04	2.360656e-04	2.359584e-04	1.109343e-01	1.840090e+02	7.653892e+01	6.222802e+00	3.477985e+01	2.406492e+01	4.893284e+01	1.906074e+01	1.605195e-02	6.534572e-01	4.336559e-01	1.235947e-01	4.145289e+00	1.017351e-01	1.623139e-01	5.689922e-01	6.284149e-02	1.542277e-03	2.460635e-03	8.625773e-03	4.605876e-02	1.130389e-03	1.803487e-03	6.322136e-03
1.368170e+01	7.309033e-02	-2.088993e-03	1.293985e-03	1.228214e-01	5.739238e-02	-6.534894e-02	-7.643394e-02	-2.351637e-02	-8.336732e-03	1.323371e-04	1.299114e-04	1.357462e-04	1.332580e-04	5.589643e-02	1.701342e+02	9.361262e+01	5.762674e+00	3.177531e+01	2.504589e+01	4.947046e+01	1.951980e+01	6.020585e-03	3.260680e-01	2.527318e-01	6.155600e-02	3.085654e+00	5.490467e-02	7.734247e-02	3.060124e-01	4.677771e-02	8.323403e-04	1.172492e-03	4.639067e-03	3.428505e-02	6.100518e-04	8.593608e-04	3.400138e-03
