# export_mt_object_to_txt
# lat: 47.03500310277778
# lon: -120.70003055555556
# n_freq: 17
# columns: freq_hz	period_s	Zxx_real	Zxx_imag	Zxy_real	Zxy_imag	Zyx_real	Zyx_imag	Zyy_real	Zyy_imag	Zxx_err	Zxy_err	Zyx_err	Zyy_err	rho_xx	rho_xy	rho_yx	rho_yy	phs_xx_deg	phs_xy_deg	phs_yx_deg	phs_yy_deg	rho_err_xx	rho_err_xy	rho_err_yx	rho_err_yy	phs_err_xx_deg	phs_err_xy_deg	phs_err_yx_deg	phs_err_yy_deg	rho_noise_std_log10_xx	rho_noise_std_log10_xy	rho_noise_std_log10_yx	rho_noise_std_log10_yy	phs_noise_std_norm_xx	phs_noise_std_norm_xy	phs_noise_std_norm_yx	phs_noise_std_norm_yy
freq_hz	period_s	Zxx_real	Zxx_imag	Zxy_real	Zxy_imag	Zyx_real	Zyx_imag	Zyy_real	Zyy_imag	Zxx_err	Zxy_err	Zyx_err	Zyy_err	rho_xx	rho_xy	rho_yx	rho_yy	phs_xx_deg	phs_xy_deg	phs_yx_deg	phs_yy_deg	rho_err_xx	rho_err_xy	rho_err_yx	rho_err_yy	phs_err_xx_deg	phs_err_xy_deg	phs_err_yx_deg	phs_err_yy_deg	rho_noise_std_log10_xx	rho_noise_std_log10_xy	rho_noise_std_log10_yx	rho_noise_std_log10_yy	phs_noise_std_norm_xx	phs_noise_std_norm_xy	phs_noise_std_norm_yx	phs_noise_std_norm_yy
2.154430e-04	4.641599e+03	-4.677709e-05	-7.210546e-05	1.954630e-05	4.557651e-05	-8.934248e-05	-1.189608e-04	-3.031740e-05	-1.689888e-05	9.260162e-05	9.525628e-05	9.442624e-05	9.720445e-05	4.342734e+00	1.445723e+00	1.301166e+01	7.082114e-01	5.702725e+01	6.678706e+01	5.309255e+01	2.913524e+01	9.357700e+00	5.553991e+00	1.651688e+01	3.966765e+00	6.173032e+01	1.100557e+02	3.636536e+01	1.604598e+02	9.358154e-01	1.000000e+00	5.512893e-01	1.000000e+00	6.858925e-01	1.000000e+00	4.040595e-01	1.000000e+00
3.162270e-04	3.162285e+03	-5.298824e-05	-8.490323e-05	2.355072e-05	6.911977e-05	-1.111721e-04	-1.467030e-04	-3.905230e-05	-1.116330e-05	9.158580e-05	9.412321e-05	9.400366e-05	9.660440e-05	4.011614e+00	2.135581e+00	1.356961e+01	6.607188e-01	5.803165e+01	7.118483e+01	5.284500e+01	1.595286e+01	7.342153e+00	5.505420e+00	1.386003e+01	3.142975e+00	5.243205e+01	7.385281e+01	2.926101e+01	1.362752e+02	7.948562e-01	1.000000e+00	4.435892e-01	1.000000e+00	5.825784e-01	8.205867e-01	3.251223e-01	1.000000e+00
4.641580e-04	2.154439e+03	-8.464593e-05	-9.808290e-05	3.876394e-05	8.362039e-05	-1.466678e-04	-1.777065e-04	-3.662717e-05	2.572955e-06	9.019992e-05	9.148279e-05	9.340697e-05	9.473650e-05	4.580055e+00	2.317973e+00	1.448657e+01	3.678655e-01	4.920568e+01	6.512895e+01	5.046588e+01	4.018265e+00	6.377401e+00	4.601462e+00	1.174531e+01	1.898297e+00	3.989015e+01	5.686958e+01	2.322690e+01	1.478317e+02	6.047242e-01	8.621279e-01	3.521138e-01	1.000000e+00	4.432239e-01	6.318842e-01	2.580767e-01	1.000000e+00
6.812920e-04	1.467799e+03	-1.000267e-04	-1.218286e-04	5.739212e-05	1.134200e-04	-1.837576e-04	-2.201583e-04	-3.805092e-05	1.467254e-05	8.182074e-05	8.256274e-05	8.527012e-05	8.604408e-05	4.619132e+00	3.003745e+00	1.528769e+01	3.091790e-01	5.061248e+01	6.315994e+01	5.014956e+01	2.108677e+01	4.795259e+00	3.901972e+00	9.091514e+00	1.304651e+00	2.974023e+01	3.721462e+01	1.703676e+01	1.208863e+02	4.508541e-01	5.641639e-01	2.582729e-01	1.000000e+00	3.304470e-01	4.134958e-01	1.892974e-01	1.000000e+00
1.000000e-03	1.000000e+03	-1.311522e-04	-1.457489e-04	7.069970e-05	1.519425e-04	-2.365466e-04	-2.638652e-04	-3.651690e-05	1.814124e-05	7.657288e-05	7.729084e-05	8.008736e-05	8.083786e-05	4.868942e+00	3.557004e+00	1.590478e+01	2.105693e-01	4.801752e+01	6.504718e+01	4.812481e+01	2.641774e+01	3.803010e+00	3.280993e+00	7.188909e+00	8.349251e-01	2.237615e+01	2.642492e+01	1.294875e+01	1.135913e+02	3.392166e-01	4.005948e-01	1.962997e-01	1.000000e+00	2.486239e-01	2.936102e-01	1.438750e-01	1.000000e+00
1.467800e-03	6.812917e+02	-1.732021e-04	-1.742083e-04	1.034094e-04	1.996603e-04	-3.019313e-04	-3.100546e-04	-3.200810e-05	3.300530e-05	7.509621e-05	7.623139e-05	7.882500e-05	8.001757e-05	5.207183e+00	4.362455e+00	1.616117e+01	1.823985e-01	4.516594e+01	6.261915e+01	4.576048e+01	4.587875e+01	3.183619e+00	2.958019e+00	5.887108e+00	6.348889e-01	1.751503e+01	1.942507e+01	1.043571e+01	9.971695e+01	2.655233e-01	2.944790e-01	1.582026e-01	1.000000e+00	1.946115e-01	2.158341e-01	1.159523e-01	1.000000e+00
2.154430e-03	4.641599e+02	-2.302840e-04	-1.995192e-04	1.352184e-04	2.560449e-04	-3.861749e-04	-3.608652e-04	-1.794818e-05	4.762497e-05	7.085040e-05	7.166560e-05	7.440949e-05	7.526672e-05	5.457662e+00	4.928840e+00	1.642230e+01	1.522733e-01	4.090581e+01	6.216128e+01	4.305956e+01	6.935033e+01	2.538134e+00	2.439788e+00	4.623962e+00	4.503849e-01	1.332295e+01	1.418077e+01	8.066272e+00	8.473303e+01	2.019725e-01	2.149768e-01	1.222826e-01	1.000000e+00	1.480328e-01	1.575642e-01	8.962525e-02	9.414781e-01
3.162270e-03	3.162285e+02	-3.007998e-04	-2.172194e-04	1.906117e-04	3.301946e-04	-4.885338e-04	-4.071086e-04	-7.036017e-06	6.194941e-05	6.762302e-05	6.814628e-05	7.058847e-05	7.105641e-05	5.513588e+00	5.821836e+00	1.619666e+01	1.556869e-01	3.583454e+01	6.000342e+01	3.980537e+01	8.352029e+01	2.009774e+00	2.081171e+00	3.595689e+00	3.548665e-01	1.044253e+01	1.024096e+01	6.359887e+00	6.529884e+01	1.583060e-01	1.552502e-01	9.641421e-02	9.899133e-01	1.160281e-01	1.137884e-01	7.066541e-02	7.255427e-01
4.641580e-03	2.154439e+02	-3.834826e-04	-2.165059e-04	2.555754e-04	4.211829e-04	-6.030738e-04	-4.408617e-04	1.027045e-05	6.826967e-05	6.582349e-05	6.666690e-05	6.843337e-05	6.877692e-05	5.291730e+00	6.622758e+00	1.522730e+01	1.300527e-01	2.944813e+01	5.875047e+01	3.616772e+01	8.144462e+01	1.581911e+00	1.792388e+00	2.789855e+00	2.591222e-01	8.564005e+00	7.753283e+00	5.248694e+00	5.707920e+01	1.298281e-01	1.175377e-01	7.956882e-02	8.653057e-01	9.515561e-02	8.614759e-02	5.831882e-02	6.342133e-01
6.812920e-03	1.467799e+02	-4.774493e-04	-1.748540e-04	3.542731e-04	5.435392e-04	-7.143281e-04	-4.649039e-04	2.155201e-05	8.092415e-05	6.189610e-05	6.544503e-05	6.221791e-05	6.365642e-05	4.806079e+00	7.825310e+00	1.350371e+01	1.303748e-01	2.011400e+01	5.690412e+01	3.305716e+01	7.508694e+01	1.170111e+00	1.578687e+00	1.971562e+00	1.982018e-01	6.974755e+00	5.779457e+00	4.182636e+00	4.355184e+01	1.057355e-01	8.761504e-02	6.340766e-02	6.602344e-01	7.749728e-02	6.421618e-02	4.647373e-02	4.839093e-01
