# export_mt_object_to_txt
# station_id: B09
# lat: 47.021
# lon: -124.35099722222222
# profile_pos_m: -34571.80248722969
# n_freq: 14
# columns: freq_hz	period_s	Zxx_real	Zxx_imag	Zxy_real	Zxy_imag	Zyx_real	Zyx_imag	Zyy_real	Zyy_imag	Zxx_err	Zxy_err	Zyx_err	Zyy_err	rho_xx	rho_xy	rho_yx	rho_yy	phs_xx_deg	phs_xy_deg	phs_yx_deg	phs_yy_deg	rho_err_xx	rho_err_xy	rho_err_yx	rho_err_yy	phs_err_xx_deg	phs_err_xy_deg	phs_err_yx_deg	phs_err_yy_deg	rho_noise_std_log10_xx	rho_noise_std_log10_xy	rho_noise_std_log10_yx	rho_noise_std_log10_yy	phs_noise_std_norm_xx	phs_noise_std_norm_xy	phs_noise_std_norm_yx	phs_noise_std_norm_yy
freq_hz	period_s	Zxx_real	Zxx_imag	Zxy_real	Zxy_imag	Zyx_real	Zyx_imag	Zyy_real	Zyy_imag	Zxx_err	Zxy_err	Zyx_err	Zyy_err	rho_xx	rho_xy	rho_yx	rho_yy	phs_xx_deg	phs_xy_deg	phs_yx_deg	phs_yy_deg	rho_err_xx	rho_err_xy	rho_err_yx	rho_err_yy	phs_err_xx_deg	phs_err_xy_deg	phs_err_yx_deg	phs_err_yy_deg	rho_noise_std_log10_xx	rho_noise_std_log10_xy	rho_noise_std_log10_yx	rho_noise_std_log10_yy	phs_noise_std_norm_xx	phs_noise_std_norm_xy	phs_noise_std_norm_yx	phs_noise_std_norm_yy
2.154430e-04	4.641599e+03	3.055688e-05	3.559107e-06	9.008070e-05	1.010660e-04	-2.736151e-04	-1.064004e-04	9.200307e-06	-4.877951e-05	1.496206e-06	1.886514e-06	1.931609e-06	2.433033e-06	5.563498e-01	1.077490e+01	5.066592e+01	1.448551e+00	6.643580e+00	4.828919e+01	2.124950e+01	7.931891e+01	5.411707e-02	3.002864e-01	6.667240e-01	1.419985e-01	2.786627e+00	7.983897e-01	3.769839e-01	2.808295e+00	4.224454e-02	1.210338e-02	5.714977e-03	4.257301e-02	3.096253e-02	8.870997e-03	4.188710e-03	3.120327e-02
3.162270e-04	3.162285e+03	3.761187e-05	3.270709e-07	1.034022e-04	1.211329e-04	-3.039725e-04	-1.036463e-04	6.001366e-06	-5.565721e-05	1.346029e-06	2.060486e-06	1.843563e-06	2.803649e-06	5.666227e-01	1.015897e+01	4.130915e+01	1.255089e+00	4.982286e-01	4.951506e+01	1.882797e+01	8.384573e+01	4.055433e-02	2.628635e-01	4.742603e-01	1.257177e-01	2.050387e+00	7.412644e-01	3.288995e-01	2.869556e+00	3.108333e-02	1.123737e-02	4.986029e-03	4.350172e-02	2.278208e-02	8.236271e-03	3.654438e-03	3.188396e-02
4.641580e-04	2.154439e+03	4.009313e-05	-2.897467e-07	1.313639e-04	1.407707e-04	-3.319267e-04	-1.025611e-04	-1.561934e-06	-5.409864e-05	1.351651e-06	2.325637e-06	1.836108e-06	3.180939e-06	4.386387e-01	1.011580e+01	3.293293e+01	7.992434e-01	4.140603e-01	4.697974e+01	1.717048e+01	8.834622e+01	2.957469e-02	2.443680e-01	3.481093e-01	9.395006e-02	1.931549e+00	6.920486e-01	3.028153e-01	3.367524e+00	2.928178e-02	1.049127e-02	4.590600e-03	5.105077e-02	2.146166e-02	7.689429e-03	3.364614e-03	3.741693e-02
6.812920e-04	1.467799e+03	3.453586e-05	-1.432808e-06	1.799084e-04	1.589735e-04	-3.532295e-04	-1.004549e-04	-2.490650e-05	-4.794362e-05	1.394997e-06	2.600887e-06	1.853508e-06	3.442524e-06	2.221081e-01	1.071514e+01	2.507076e+01	5.426250e-01	2.375700e+00	4.146495e+01	1.587522e+01	6.254832e+01	1.792767e-02	2.321609e-01	2.530735e-01	6.915051e-02	2.312343e+00	6.207027e-01	2.891824e-01	3.650801e+00	3.505451e-02	9.409690e-03	4.383929e-03	5.534519e-02	2.569270e-02	6.896697e-03	3.213138e-03	4.056446e-02
1.000000e-03	1.000000e+03	2.543983e-05	-9.241267e-06	2.207204e-04	1.714022e-04	-3.705942e-04	-8.566854e-05	-4.363264e-05	-2.636611e-05	1.457344e-06	2.787554e-06	1.877516e-06	3.590972e-06	9.278308e-02	9.891004e+00	1.832383e+01	3.291645e-01	1.996405e+01	3.783142e+01	1.301617e+01	3.114352e+01	9.991520e-03	1.973234e-01	1.808951e-01	4.637177e-02	3.085002e+00	5.715192e-01	2.828156e-01	4.035833e+00	4.676782e-02	8.664081e-03	4.287410e-03	6.118217e-02	3.427780e-02	6.350213e-03	3.142396e-03	4.484259e-02
1.467800e-03	6.812917e+02	2.556731e-05	-1.079050e-05	2.537904e-04	1.808419e-04	-3.945857e-04	-8.055612e-05	-4.170174e-05	-1.839618e-05	1.259587e-06	2.237673e-06	1.754343e-06	3.116261e-06	6.645123e-02	8.379584e+00	1.399458e+01	1.792565e-01	2.288183e+01	3.547230e+01	1.153858e+01	2.380404e+01	6.032278e-03	1.203399e-01	1.219259e-01	2.451167e-02	2.600584e+00	4.114147e-01	2.495910e-01	3.917335e+00	3.942418e-02	6.236938e-03	3.783734e-03	5.938577e-02	2.889538e-02	4.571274e-03	2.773233e-03	4.352594e-02
2.154430e-03	4.641599e+02	2.072949e-05	-1.383337e-05	3.026223e-04	1.875466e-04	-4.104363e-04	-7.488642e-05	-4.546896e-05	-1.513915e-05	1.282067e-06	2.161719e-06	1.729414e-06	2.896936e-06	3.651078e-02	7.451426e+00	1.023274e+01	1.350103e-01	3.371631e+01	3.178808e+01	1.034020e+01	1.841547e+01	3.756559e-03	9.048736e-02	8.483279e-02	1.632267e-02	2.947553e+00	3.478894e-01	2.375006e-01	3.463514e+00	4.468413e-02	5.273912e-03	3.600446e-03	5.250596e-02	3.275059e-02	3.865438e-03	2.638895e-03	3.848348e-02
3.162270e-03	3.162285e+02	1.873055e-05	-8.998686e-06	3.575191e-04	1.965644e-04	-4.199591e-04	-7.291599e-05	-4.739051e-05	-1.923198e-05	1.341762e-06	2.132367e-06	1.772817e-06	2.830710e-06	1.729434e-02	6.666757e+00	7.276526e+00	1.047621e-01	2.566095e+01	2.880204e+01	9.849866e+00	2.208826e+01	2.233382e-03	6.968752e-02	6.052875e-02	1.159666e-02	3.699574e+00	2.994560e-01	2.383034e-01	3.171185e+00	5.608457e-02	4.539674e-03	3.612617e-03	4.807433e-02	4.110637e-02	3.327289e-03	2.647816e-03	3.523538e-02
4.641580e-03	2.154439e+02	1.915580e-05	1.379497e-06	3.931880e-04	2.125237e-04	-4.215363e-04	-7.782909e-05	-4.133739e-05	-2.069689e-05	1.212722e-06	1.838766e-06	1.555456e-06	2.364184e-06	1.006449e-02	5.450794e+00	5.013861e+00	5.831463e-02	4.119019e+00	2.839185e+01	1.046083e+01	2.659630e+01	1.271040e-03	4.484961e-02	3.638698e-02	5.964476e-03	3.617930e+00	2.357173e-01	2.079057e-01	2.930133e+00	5.484686e-02	3.573412e-03	3.151796e-03	4.442005e-02	4.019922e-02	2.619081e-03	2.310063e-03	3.255704e-02
6.812920e-03	1.467799e+02	1.970295e-05	4.168337e-06	4.204415e-04	2.361310e-04	-4.206979e-04	-9.921304e-05	-3.542196e-05	-1.391084e-05	7.807207e-07	1.090638e-06	8.390570e-07	1.174415e-06	7.539714e-03	4.322688e+00	3.473149e+00	2.692239e-02	1.194530e+01	2.931972e+01	1.326959e+01	2.144083e+01	5.845769e-04	1.955357e-02	1.348409e-02	1.661679e-03	2.221158e+00	1.295880e-01	1.112221e-01	1.768178e+00	3.367216e-02	1.964520e-03	1.686097e-03	2.680512e-02	2.467953e-02	1.439867e-03	1.235801e-03	1.964643e-02
